BM1_output.ccm.csv,BM2_output.ccm.csv,BR1_output.ccm.csv,BR2_output.ccm.csv,BR3_output.ccm.csv,BR4_output.ccm.csv,OM1_output.ccm.csv,OM2_output.ccm.csv,OM3_output.ccm.csv,OM4_output.ccm.csv,OM5_output.ccm.csv,OM6_output.ccm.csv,OM7_output.ccm.csv,OM8_output.ccm.csv,OM9_output.ccm.csv,OR1_output.ccm.csv,OR2_output.ccm.csv,OR3_output.ccm.csv,SP1_output.ccm.csv,SP2_output.ccm.csv,SP3_output.ccm.csv,SP4_output.ccm.csv,SP5_output.ccm.csv,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.95,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma
0.0,0.0,163.01000000000002,64.33,130.61,218.63,0.0,0.0,0.0,50.34,0.0,0.0,0.0,0.0,0.0,6.83,0.0,0.0,17.83,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,
0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,16.6,0.0,0.0,0.0,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,unk_g
0.0,0.0,0.0,9.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,
0.0,0.0,13.64,0.0,0.0,0.0,0.0,0.0,0.0,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,Geminicoccus
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Geminicoccaceae,
0.0,0.0,66.62,33.15,31.840000000000003,156.68,0.0,20.23,0.0,23.6,0.0,1.16,7.41,0.0,0.0,0.0,0.0,66.51,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,40.29,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,
0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Novispirillum
0.0,0.0,0.0,0.0,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella
0.0,0.0,0.0,0.0,0.0,12.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,unk_f,
0.0,0.0,0.0,0.0,18.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,
0.0,0.0,0.0,0.0,0.0,52.33,0.0,0.0,0.0,6.52,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Qipengyuania
5.69,0.0,35.7,31.27,15.260000000000002,285.48,0.0,0.0,0.0,0.0,0.0,0.0,26.43,0.0,6.24,0.0,0.0,54.67,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,,
54.01,24.12,109.72,89.73,22.82,1013.4,0.0,379.45,81.59,324.15,0.0,0.0,65.92,99.11,26.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,
0.0,0.0,5.97,0.0,0.0,346.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
0.0,0.0,0.0,0.0,0.0,173.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium
0.0,4.91,16.07,18.54,17.27,582.21,0.0,80.46000000000001,7.61,135.54,0.0,0.0,7.58,0.0,0.0,0.0,0.0,88.92,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
0.0,0.0,0.0,10.86,0.0,5.9,0.0,0.0,0.0,14.73,0.0,0.0,0.0,8.1,0.0,0.0,0.0,20.56,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,
0.0,0.0,0.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,unk_f,
0.0,0.0,0.0,0.0,0.0,27.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,unk_f,unk_g
9.79,23.04,312.91999999999996,38.84,160.87,352.06,0.0,16.34,77.86,22.18,33.27,0.0,40.97,154.37,17.53,0.0,0.0,14.27,10.64,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,unk_o,,
168.1,55.300000000000004,387.25,251.99,159.81,1115.32,4.63,257.24,90.47,115.68,31.25,0.0,145.6,301.44000000000005,7.01,0.0,0.0,46.49,99.89,457.55,0.0,0.0,4.68,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,unk_o,unk_f,
5.58,41.93,227.17,31.259999999999998,38.84,558.77,0.0,90.51,43.949999999999996,400.69,0.0,0.0,55.89,62.11,26.66,0.0,0.0,280.83,6.95,127.89,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Alphaproteobacteria,unk_o,unk_f,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.75,0.0,0.0,163.77,92.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,
0.0,0.0,0.0,0.0,7.97,0.0,0.0,0.0,0.0,21.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,unk_g
0.0,0.0,0.0,0.0,0.0,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,8.81,0.0,25.84,81.75,228.58,27.6,110.39,0.0,0.0,77.48,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,
0.0,0.0,4.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax
0.0,0.0,17.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia
7.65,0.0,6.68,20.76,21.66,157.38,0.0,32.07,6.66,30.380000000000003,0.0,0.0,0.0,36.839999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pelomonas
0.0,0.0,0.0,0.0,0.0,13.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
0.0,0.0,0.0,0.0,0.0,105.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Pseudorhodoferax
0.0,0.0,0.0,0.0,4.45,19.44,0.0,0.0,0.0,10.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
0.0,0.0,0.0,23.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,unk_g
7.16,213.24,261.03,8.55,21.17,435.03,0.0,148.72,10.32,128.78,0.0,2.27,57.18,195.75,0.0,0.0,0.0,21.79,0.0,18.26,0.0,0.0,7.16,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum
0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium
0.0,0.0,0.0,0.0,0.0,51.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49,413.99,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,
0.0,0.0,0.0,0.0,0.0,7.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Oxalicibacterium
0.0,0.0,0.0,0.0,27.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,unk_g
0.0,0.0,0.0,0.0,0.0,23.13,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Ideonella
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81,8.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Methylibium
0.0,0.0,34.71,6.6,11.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.14,27.23,0.0,0.0,0.0,0.0,0.0,6.05,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,
0.0,0.0,7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles
0.0,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0,12.43,0.0,0.0,0.0,0.0,6.5,71.22,0.0,0.0,7.51,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.22,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.910000000000004,253.09,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,unk_f,Aquabacterium
14.71,0.0,33.2,8.21,34.42,48.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.94,0.0,0.0,0.0,0.0,630.07,605.29,0.0,0.0,128.02,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,unk_f,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.099999999999998,0.0,0.0,0.0,17.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,unk_f,Rhizobacter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.73,482.65,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Burkholderiales,unk_f,unk_g
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.76,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Neisseriales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.59,0.0,0.0,0.0,31.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Vitreoscilla
0.0,0.0,0.0,0.0,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,unk_g
0.0,0.0,0.0,10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Neisseriales,unk_f,
0.0,0.0,0.0,0.0,5.44,41.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,,
0.0,0.0,0.0,0.0,10.87,14.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,
0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Rhodocyclales,,
0.0,0.0,0.0,7.55,0.0,13.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,unk_g
0.0,0.89,11.32,0.0,0.0,39.57,0.0,0.0,0.0,10.09,0.0,0.0,0.0,38.49,0.0,0.0,0.0,17.62,0.0,0.0,0.0,0.0,8.55,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,unk_o,,
19.34,0.0,23.330000000000002,17.09,43.39,134.1,0.0,0.38,0.0,61.480000000000004,0.0,0.0,22.509999999999998,20.55,10.48,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,unk_o,unk_f,
0.0,0.0,8.14,0.0,0.0,9.49,0.0,0.0,0.0,0.0,0.0,0.0,6.33,8.02,0.0,0.0,0.0,0.0,0.0,453.08,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Betaproteobacteria,unk_o,unk_f,unk_g
0.0,0.0,0.0,0.0,11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.11,0.0,0.0,430.77,27.8,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanimonas
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2558.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Oceanisphaera
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.91,0.0,0.0,0.0,0.0,0.0,173.47,0.0,0.0,239.98999999999998,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Aeromonadales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.99,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.22,3132.83,0.0,0.0,241.71999999999997,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.91,0.0,0.0,1.24,14.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Alteromonadales,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.26,150.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,
0.0,0.0,0.0,0.0,0.0,0.0,20.01,0.0,0.0,0.0,0.0,28.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas
0.0,0.0,9.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bacteria,unk_k,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,
